id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RHOXF1	2109	5.7865e-07	0.0031628	1.0	1	733	0.11537	0.032574	0.2404	0.739223	161	783	0.11537
splice_essential_wang	1531	8.4465e-07	0.0038519	1.0	2	548	-0.017964	0.57815	0.93544	1.0	519	494	-0.017964
OTX2	887	1.1735e-06	0.0049574	1.0	3	328	0.034019	0.19908	0.64403	0.98313	352	333	0.034019
MXI1	1553	3.862e-05	0.036918	1.0	4	535	0.041279	0.1319	0.48972	0.881816	291	571	0.041279
OTX1	1258	4.8225e-05	0.041478	1.0	5	440	0.11619	0.090344	0.4002	0.860577	252	476	0.11619
GSC2	1258	4.8225e-05	0.041478	1.0	6	440	0.11619	0.090344	0.4002	0.860577	253	476	0.11619
CRX	1258	4.8225e-05	0.041478	1.0	7	440	0.11619	0.090344	0.4002	0.860577	249	476	0.11619
PITX3	1258	4.8225e-05	0.041478	1.0	8	440	0.11619	0.090344	0.4002	0.860577	248	476	0.11619
PITX1	1258	4.8225e-05	0.041478	1.0	9	440	0.11619	0.090344	0.4002	0.860577	251	476	0.11619
GSC	1258	4.8225e-05	0.041478	1.0	10	440	0.11619	0.090344	0.4002	0.860577	250	476	0.11619
splice_essential_wei	29	6.2605e-05	0.0088092	1.0	11	12	-0.33539	0.67871	0.93369	1.0	540	6	-0.33539
NKX2-1	465	0.00015056	0.07499	1.0	12	155	0.20395	0.63222	0.95429	1.0	528	172	0.20395
NoMotif	7811	0.00022037	0.092004	1.0	13	2396	0.24556	0.024232	0.20463	0.703447	144	3114	0.24556
ZNF213	275	0.00031158	0.11366	1.0	14	109	-0.055569	0.2185	0.66685	0.995419	369	98	-0.055569
GCM2	12	0.00031616	0.010078	1.0	15	6	-0.4713	0.87649	0.95689	1.0	570	1	-0.4713
SP9	135	0.00058423	0.15243	1.0	16	54	-0.045426	0.04687	0.28423	0.772636	186	50	-0.045426
ZNF460	251	0.00065983	0.15911	1.0	17	85	0.34321	0.0071737	0.051462	0.340316	82	106	0.34321
MLXIP	439	0.00067957	0.16116	1.0	18	126	0.33656	0.00046205	0.0076591	0.104675	41	192	0.33656
MAX	439	0.00067957	0.16116	1.0	19	126	0.33656	0.00046205	0.0076591	0.104675	42	192	0.33656
MNT	439	0.00067957	0.16116	1.0	20	126	0.33656	0.00046205	0.0076591	0.104675	40	192	0.33656
ARNT	439	0.00067957	0.16116	1.0	21	126	0.33656	0.00046205	0.0076591	0.104675	39	192	0.33656
ZBTB32	10	0.00073545	0.017504	1.0	22	8	-1.2742	0.84131	0.93573	1.0	565	1	-1.2742
ZNF417	216	0.00074425	0.16655	1.0	23	71	0.45538	0.00061877	0.0089778	0.120029	45	98	0.45538
ZNF384	521	0.00086474	0.17736	1.0	24	177	-0.017359	0.97384	0.99976	1.0	604	173	-0.017359
PGR	64	0.00088055	0.11684	1.0	25	24	-0.24315	0.023171	0.16824	0.694406	142	20	-0.24315
CLOCK	203	0.00088561	0.17786	1.0	26	61	0.18094	0.084447	0.3813	0.860577	233	79	0.18094
MAX::MYC	5	0.00091717	0.0085911	1.0	27	4	-1.5373	0.96147	0.94695	1.0	601	0	-1.5373
ARNT::HIF1A	1380	0.0010059	0.18796	1.0	28	409	0.30188	0.0011796	0.01459	0.166159	50	579	0.30188
splice_nonessential_liu	381	0.0011958	0.20723	1.0	29	79	1.3451	1.821e-14	4.9574e-06	0.000436	4	228	1.3451
ATOH1	483	0.0015942	0.23775	1.0	30	161	0.1479	0.05458	0.30958	0.773956	202	177	0.1479
TCFL5	88	0.0016631	0.21447	1.0	31	31	0.64104	0.0059494	0.043461	0.308862	79	47	0.64104
ESRRA	28	0.0017807	0.074365	1.0	32	12	-0.22313	0.26972	0.63788	0.98313	391	9	-0.22313
NR5A2	28	0.0017807	0.074365	1.0	33	12	-0.22313	0.26972	0.63788	0.98313	390	9	-0.22313
POU3F1	16	0.0018706	0.050174	1.0	34	4	0.88855	0.10124	0.31633	0.778183	270	9	0.88855
MAFG	6	0.0018937	0.023067	1.0	35	5	-1.6025	0.99256	0.98777	1.0	609	0	-1.6025
MAF	6	0.0018937	0.023067	1.0	36	5	-1.6025	0.99256	0.98777	1.0	611	0	-1.6025
MAFA	6	0.0018937	0.023067	1.0	37	5	-1.6025	0.99256	0.98777	1.0	610	0	-1.6025
POU2F3	18	0.0023722	0.065819	1.0	38	7	0.12207	0.37127	0.69795	1.0	428	7	0.12207
STAT6	28	0.0029382	0.10034	1.0	39	9	0.11643	0.033613	0.15419	0.660617	164	9	0.11643
NKX6-3	148	0.0032483	0.31641	1.0	40	37	0.64115	0.013705	0.084746	0.441686	113	69	0.64115
SOX6	34	0.0035817	0.13624	1.0	41	13	-0.057026	0.84366	0.98151	1.0	567	9	-0.057026
SOX4	98	0.0038201	0.33963	1.0	42	28	0.57896	0.063389	0.32848	0.798123	214	45	0.57896
ZBTB14	28	0.0040419	0.12674	1.0	43	10	0.36281	0.0025605	0.016077	0.176557	62	14	0.36281
ZBTB6	55	0.0044478	0.22154	1.0	44	21	-0.01094	0.13063	0.47505	0.881816	290	17	-0.01094
RHOX11	13	0.0045291	0.081256	1.0	45	5	0.75921	0.28794	0.58095	0.944777	394	5	0.75921
HNF1B	9	0.0045389	0.05984	1.0	46	5	-1.0054	0.48773	0.72887	1.0	477	3	-1.0054
POU5F1B	26	0.0049327	0.13765	1.0	47	10	0.12207	0.56253	0.8766	1.0	511	10	0.12207
POU2F1	26	0.0049327	0.13765	1.0	48	10	0.12207	0.56253	0.8766	1.0	513	10	0.12207
POU3F4	26	0.0049327	0.13765	1.0	49	10	0.12207	0.56253	0.8766	1.0	512	10	0.12207
VDR	335	0.0049656	0.37902	1.0	50	113	0.13052	0.35667	0.80897	1.0	419	131	0.13052
DMRTA2	508	0.0060215	0.40349	1.0	51	153	0.28214	0.030717	0.23451	0.724736	159	195	0.28214
FIGLA	2601	0.0062806	0.41004	1.0	52	810	0.30671	0.016082	0.11383	0.522411	124	1088	0.30671
ZEB1	2601	0.0062806	0.41004	1.0	53	810	0.30671	0.016082	0.11383	0.522411	123	1088	0.30671
ISL2	549	0.0063586	0.41176	1.0	54	167	0.17637	0.0086898	0.059672	0.366609	88	209	0.17637
NFYA	92	0.0063852	0.39675	1.0	55	39	-0.35269	0.78482	0.98549	1.0	562	28	-0.35269
ATF2	11	0.0069034	0.089614	1.0	56	7	-0.69472	0.97491	0.98744	1.0	605	1	-0.69472
POU6F1	323	0.0070755	0.42698	1.0	57	103	0.23702	0.32038	0.77996	1.0	412	123	0.23702
NR5A1	6	0.007246	0.063291	1.0	58	3	-0.94047	0.60027	0.74106	1.0	524	2	-0.94047
SP5	5088	0.007249	0.42898	1.0	59	1485	0.38593	9.0925e-08	1.4872e-05	0.001016	8	2215	0.38593
NEUROG2	407	0.0077324	0.4465	1.0	60	128	0.25224	0.16096	0.54343	0.901841	333	163	0.25224
BCL11A	308	0.0077409	0.4465	1.0	61	105	0.052329	0.1769	0.61312	0.966323	342	110	0.052329
ERF::FOXI1	54	0.0077711	0.29416	1.0	62	14	0.85681	0.023423	0.15817	0.660617	143	29	0.85681
E2F8	18	0.008176	0.14632	1.0	63	9	-0.55127	0.56453	0.84853	1.0	514	5	-0.55127
ALX1	53	0.0090325	0.30138	1.0	64	23	-0.37423	0.97304	0.99935	1.0	603	12	-0.37423
SMAD4	627	0.0090675	0.47059	1.0	65	180	0.29959	0.082127	0.37499	0.860577	230	261	0.29959
NKX3-1	126	0.0094521	0.47785	1.0	66	38	0.098864	0.20099	0.6447	0.98313	354	45	0.098864
NEUROG1	11	0.0096819	0.11074	1.0	67	6	-0.74564	0.99893	0.99762	1.0	612	0	-0.74564
SNAI2	240	0.009863	0.4833	1.0	68	88	0.1582	0.068919	0.3407	0.808986	222	94	0.1582
HES1	127	0.0099693	0.48395	1.0	69	44	0.12572	0.0033146	0.02967	0.24658	66	52	0.12572
NFYC	183	0.01104	0.50091	1.0	70	70	-0.098908	0.58472	0.93801	1.0	520	66	-0.098908
HAND2	1474	0.011569	0.50775	1.0	71	482	0.17299	0.63088	0.95387	1.0	526	547	0.17299
USF1	12	0.011664	0.13141	1.0	72	4	0.59597	0.34517	0.64082	0.98313	416	6	0.59597
TFAP2E	324	0.011742	0.50988	1.0	73	94	0.53166	0.0019094	0.019329	0.185737	58	152	0.53166
HNF1A	25	0.012093	0.22207	1.0	74	9	0.11923	0.050272	0.22488	0.721013	192	12	0.11923
PBX1	9	0.012194	0.1167	1.0	75	6	-0.68616	0.89294	0.94892	1.0	579	2	-0.68616
SOX11	108	0.012486	0.51859	1.0	76	27	0.59565	0.011479	0.072383	0.401038	102	51	0.59565
CTCFL	112	0.012659	0.51944	1.0	77	36	0.43793	0.089486	0.39241	0.860577	247	47	0.43793
PITX2	48	0.012722	0.33367	1.0	78	16	0.64621	0.00017333	0.0027811	0.051829	35	22	0.64621
KLF6	286	0.012829	0.52122	1.0	79	95	0.56651	0.0087821	0.060465	0.366609	89	130	0.56651
AAVS1_wang	473	0.014318	0.54145	1.0	80	51	1.6262	4.6258e-41	4.9574e-06	0.000436	1	331	1.6262
NPAS2	106	0.014637	0.54722	1.0	81	29	0.27435	0.040588	0.2648	0.767595	180	45	0.27435
HOXB4	678	0.014794	0.5478	1.0	82	217	0.11963	0.02315	0.20036	0.703447	139	242	0.11963
HOXC4	678	0.014794	0.5478	1.0	83	217	0.11963	0.02315	0.20036	0.703447	141	242	0.11963
HOXD4	678	0.014794	0.5478	1.0	84	217	0.11963	0.02315	0.20036	0.703447	140	242	0.11963
LHX6	55	0.015001	0.39863	1.0	85	23	-0.24722	0.97647	0.99944	1.0	606	14	-0.24722
ARGFX	55	0.015001	0.39863	1.0	86	23	-0.24722	0.97647	0.99944	1.0	607	14	-0.24722
NKX2-8	110	0.015017	0.55006	1.0	87	37	0.16112	0.52001	0.91428	1.0	489	40	0.16112
MAZ	435	0.015699	0.55538	1.0	88	113	0.41251	0.0091881	0.06223	0.366609	93	194	0.41251
GMEB1	64	0.015706	0.43778	1.0	89	19	0.5658	0.0091446	0.064639	0.366609	92	33	0.5658
NKX2-3	103	0.016038	0.55873	1.0	90	40	-0.18428	0.31177	0.7734	1.0	408	32	-0.18428
ZNF766	16	0.016665	0.18994	1.0	91	4	0.045252	0.23246	0.53345	0.898349	373	4	0.045252
RUNX3	36	0.016976	0.32954	1.0	92	16	0.13948	0.52838	0.87467	1.0	490	15	0.13948
KLF14	316	0.017858	0.573	1.0	93	90	0.7858	3.8979e-05	0.00055027	0.014101	22	158	0.7858
ARID3A	528	0.018319	0.57813	1.0	94	179	0.12544	0.39365	0.83373	1.0	451	202	0.12544
HMX1	9	0.018638	0.15576	1.0	95	5	-0.85671	0.3719	0.63297	0.98313	430	3	-0.85671
HMX3	9	0.018638	0.15576	1.0	96	5	-0.85671	0.3719	0.63297	0.98313	429	3	-0.85671
ESRRG	43	0.019587	0.38498	1.0	97	15	0.1456	0.26125	0.66404	0.993643	384	17	0.1456
HOXA5	62	0.019785	0.49139	1.0	98	22	0.38545	0.069609	0.31246	0.774845	223	27	0.38545
RELA	11	0.01999	0.18397	1.0	99	3	0.066088	0.77991	0.91519	1.0	561	2	0.066088
SREBF1	25	0.020113	0.28199	1.0	100	11	0.30933	0.08708	0.32027	0.781613	237	10	0.30933
POU3F2	7	0.020633	0.15722	1.0	101	2	1.1786	0.21674	0.42928	0.881816	368	4	1.1786
LEF1	60	0.021713	0.49834	1.0	102	24	-0.11492	0.24195	0.65482	0.987084	377	26	-0.11492
HNF4G	33	0.02208	0.35783	1.0	103	10	0.2607	0.16439	0.49239	0.881816	335	15	0.2607
HNF4A	33	0.02208	0.35783	1.0	104	10	0.2607	0.16439	0.49239	0.881816	336	15	0.2607
MEIS3	158	0.023126	0.62761	1.0	105	58	-0.071161	0.40848	0.84953	1.0	453	54	-0.071161
HIF1A	353	0.023247	0.62782	1.0	106	105	0.40246	0.001522	0.017048	0.179217	52	152	0.40246
ZNF354C	2658	0.023615	0.62931	1.0	107	786	0.34387	0.0053055	0.042817	0.308862	78	1132	0.34387
NFAT5	64	0.025168	0.53813	1.0	108	27	-0.2017	0.8833	0.99423	1.0	576	17	-0.2017
IKZF1	182	0.025951	0.64298	1.0	109	51	0.46211	0.096655	0.41892	0.876317	262	83	0.46211
TCF7	175	0.02712	0.65247	1.0	110	65	0.039415	0.055087	0.31126	0.774845	203	70	0.039415
ZNF423	6	0.027994	0.15771	1.0	111	3	0.036586	0.38793	0.60424	0.965751	437	3	0.036586
ATF1	20	0.028438	0.30877	1.0	112	4	0.08973	0.691	0.91595	1.0	543	5	0.08973
RFX7	15	0.02943	0.27129	1.0	113	6	-0.41455	0.0079783	0.045732	0.316011	85	4	-0.41455
SP8	32	0.030077	0.38696	1.0	114	14	-0.14243	0.2331	0.60441	0.965751	374	10	-0.14243
VEZF1	774	0.031106	0.69916	1.0	115	207	0.46396	0.00014879	0.0050317	0.091015	33	355	0.46396
SIX2	7	0.031165	0.19245	1.0	116	2	-0.36053	0.053785	0.15898	0.660617	198	1	-0.36053
MEIS2	92	0.034066	0.69786	1.0	117	33	0.028019	0.29674	0.75463	1.0	404	32	0.028019
AHR::ARNT	2745	0.035242	0.7132	1.0	118	819	0.38843	6.1925e-05	0.00086754	0.020521	23	1206	0.38843
ZIC1	5	0.037524	0.18198	1.0	119	3	-1.2666	0.71182	0.79894	1.0	546	1	-1.2666
ZIC5	5	0.037524	0.18198	1.0	120	3	-1.2666	0.71182	0.79894	1.0	545	1	-1.2666
POU5F1	228	0.03799	0.73266	1.0	121	74	0.022278	0.37507	0.82206	1.0	431	77	0.022278
ZSCAN21	230	0.039311	0.73599	1.0	122	81	0.0049751	0.50293	0.90556	1.0	480	86	0.0049751
NFIC	250	0.039856	0.73768	1.0	123	86	0.26502	0.33623	0.79287	1.0	415	103	0.26502
NFATC2	75	0.040592	0.66645	1.0	124	30	-0.20524	0.35242	0.79217	1.0	418	25	-0.20524
MZF1	75	0.040622	0.6666	1.0	125	25	-0.080881	0.38583	0.8213	1.0	435	23	-0.080881
TWIST1	77	0.040753	0.67186	1.0	126	28	0.19327	0.42839	0.85477	1.0	457	27	0.19327
OVOL2	38	0.041927	0.49629	1.0	127	13	-0.21915	0.11128	0.41268	0.868091	278	13	-0.21915
TFAP2C	126	0.042071	0.74574	1.0	128	47	0.3352	0.1701	0.58175	0.944777	338	57	0.3352
BHLHE40	76	0.042502	0.67692	1.0	129	19	0.77716	0.0017492	0.01689	0.179217	55	39	0.77716
ZNF682	6	0.043764	0.21568	1.0	130	4	-0.84281	0.94581	0.93914	1.0	597	1	-0.84281
MAFK	24	0.044348	0.42598	1.0	131	10	-0.041379	0.31683	0.67247	1.0	410	9	-0.041379
LHX9	94	0.044669	0.74382	1.0	132	33	0.12184	0.2904	0.75334	1.0	402	31	0.12184
PRRX2	94	0.044669	0.74382	1.0	133	33	0.12184	0.2904	0.75334	1.0	398	31	0.12184
VSX1	94	0.044669	0.74382	1.0	134	33	0.12184	0.2904	0.75334	1.0	400	31	0.12184
LBX1	94	0.044669	0.74382	1.0	135	33	0.12184	0.2904	0.75334	1.0	401	31	0.12184
NOTO	94	0.044669	0.74382	1.0	136	33	0.12184	0.2904	0.75334	1.0	397	31	0.12184
VSX2	94	0.044669	0.74382	1.0	137	33	0.12184	0.2904	0.75334	1.0	399	31	0.12184
MIX-A	98	0.044983	0.75741	1.0	138	37	-0.040086	0.94021	0.99883	1.0	594	31	-0.040086
NKX6-1	98	0.044983	0.75741	1.0	139	37	-0.040086	0.94021	0.99883	1.0	593	31	-0.040086
LMX1A	98	0.044983	0.75741	1.0	140	37	-0.040086	0.94021	0.99883	1.0	592	31	-0.040086
TAL1::TCF3	22	0.045031	0.40435	1.0	141	10	-0.40771	0.67649	0.91879	1.0	535	7	-0.40771
ZFP335	489	0.04586	0.75945	1.0	142	150	0.28015	0.044457	0.27653	0.772636	184	198	0.28015
NEUROD1	98	0.045991	0.7599	1.0	143	25	0.43672	0.088381	0.39091	0.860577	245	43	0.43672
FOXJ2	114	0.046793	0.76248	1.0	144	39	-0.042711	0.59527	0.94227	1.0	521	40	-0.042711
TCF7L2	62	0.047158	0.63548	1.0	145	20	0.19601	0.058738	0.28053	0.772636	211	26	0.19601
ATOH7	11	0.047599	0.31219	1.0	146	6	-0.53322	0.88327	0.95623	1.0	575	2	-0.53322
BHLHE23	11	0.047599	0.31219	1.0	147	6	-0.53322	0.88327	0.95623	1.0	574	2	-0.53322
OLIG1	11	0.047599	0.31219	1.0	148	6	-0.53322	0.88327	0.95623	1.0	573	2	-0.53322
OLIG3	11	0.047599	0.31219	1.0	149	6	-0.53322	0.88327	0.95623	1.0	572	2	-0.53322
KLF11	35	0.048968	0.50952	1.0	150	15	-0.044323	0.21592	0.58268	0.944777	367	12	-0.044323
ZNF708	56	0.049028	0.61723	1.0	151	17	0.3989	0.011274	0.11147	0.522411	101	25	0.3989
STAT5B	26	0.049583	0.46371	1.0	152	10	-0.24393	0.085519	0.3198	0.781613	234	10	-0.24393
